codigo_fornecedor,classificacao,conta_codigo_reduzido,conta_descricao
3403,4.02.03.06.0124,40203060124,INSTALAÇÃO DE LEITOR DE BIOMETRIA FACIAL
1653,4.02.03.01.0061,40203010061,MELHORIAS NO JARDIM
1653,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
2146,4.02.01.02.0009,40201020009,FLORICULTURA
2424,4.01.02.02.0073,40102020073,MANUTENÇÃO DO BEBEDOURO
2424,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
3187,4.01.04.01.0019,40104010019,SERVIÇO DE LIMPEZA
3187,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
2183,4.01.02.02.0050,40102020050,MANUTENÇÕES NAS CALÇADAS INTERNAS
2183,4.01.02.02.0158,40102020158,MATERIAIS PARA MANUTENÇÃO DAS CALÇADAS INTERNAS
1417,4.02.03.06.0036,40203060036,REFORMA DA SAUNA - OUTROS
1417,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1417,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
1384,4.01.02.02.0103,40102020103,REPARO DE VIDRO DA ÁREA COMUM
2915,4.02.03.07.0001,40203070001,13º SALÁRIOS
2915,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
2915,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2915,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
2915,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
2915,4.01.02.01.0004,40102010004,TELEFONE E INTERNET
2915,4.01.01.01.0017,40101010017,AUXILIO COMBUSTÍVEL REF. EMPREGADOS
1142,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
1142,4.01.02.02.0109,40102020109,RETIRADA DE ENTULHOS
1142,4.01.02.02.0113,40102020113,MANUTENÇÃO DO PARA-RAIOS
1142,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
1142,4.01.01.01.0028,40101010028,SERVIÇO DE SEGURANÇA - DIARISTA
1481,4.02.01.02.0021,40201020021,AQUISIÇÃO DE CADEIRA PARA AREA COMUM
0669,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0669,4.01.01.01.0002,40101010002,FÉRIAS
0669,4.02.03.09.0001,40203090001,13º SALÁRIOS
0669,4.02.03.09.0003,40203090003,FÉRIAS
1436,4.02.03.11.0011,40203110011,DUCHA PARA AREA DA PISCINA
1436,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1436,4.02.01.02.0023,40201020023,AQUISIÇÃO DE CAIXA ORGANIZADORA
1436,4.02.01.02.0019,40201020019,AQUISIÇÃO DE MAQUINA APARADORA DE GRAMA
1436,4.02.01.02.0003,40201020003,AQUISIÇÃO DE LAVADORA DE ALTA PRESSÃO
1436,4.02.01.02.0026,40201020026,AQUISIÇÃO DE FERRAMENTAS DIVERSAS
1436,4.02.01.02.0027,40201020027,AQUISIÇÃO DE MÁQUINA SOPRADOR
1436,4.02.01.02.0001,40201020001,AQUISIÇÃO DE CADEADO
1436,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1436,4.02.01.02.0031,40201020031,AQUISIÇÃO DE PERSIANAS PARA GUARITA
1436,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1436,4.02.03.06.0062,40203060062,REFORMA DA CALÇADA - OUTROS
1436,4.02.03.01.0057,40203010057,AQUISIÇÃO DE QUADRO PARA ÁREA COMUM
1436,4.02.03.12.0008,40203120008,AQUISIÇÃO DE OMBRELONE PARA AREA DA PISCINA
1436,4.02.03.12.0009,40203120009,MATERIAIS PARA MANUTENÇÃO DO JARDIM
1436,4.02.03.12.0010,40203120010,REFORMA DA AREA DE LAZER
1436,4.01.02.02.0169,40102020169,REFORMA DA AREA DE LAZER
1436,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
1436,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
1436,4.02.01.02.0028,40201020028,RESSARCIMENTO DE DANOS
0764,4.01.01.01.0013,40101010013,SEGURO DE VIDA REF. EMPREGADOS
0764,4.02.03.11.0024,40203110024,SEGURO DE VIDA DOS EMPREGADOS
1147,4.01.02.02.0063,40102020063,LIMPEZA DE MARQUISE E CALHAS
1147,4.01.02.02.0097,40102020097,MANUTENÇÃO DE BANCOS DA ÁREA COMUM
2914,4.01.01.01.0010,40101010010,LAUDOS DA MEDICINA DO TRABALHO REF. EMPREGADOS
2914,4.01.01.01.0014,40101010014,EXAMES MÉDICOS SAÚDE OCUPACIONAL REF. EMPREGADOS
2888,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2888,4.02.03.07.0001,40203070001,13º SALÁRIOS
2888,4.02.03.07.0003,40203070003,FÉRIAS
2913,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0873,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
0873,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
3441,4.01.02.02.0122,40102020122,LIMPEZA ANUAL DA FOSSA
1173,4.01.02.02.0069,40102020069,DEDETIZAÇÃO DA AREA COMUM E LIMPEZA DA CAIXA DÁGUA
0758,4.01.02.02.0024,40102020024,MATERIAIS PARA MANUTENÇÃO DE APARELHOS DA ACADEMIA
0758,4.01.04.01.0003,40104010003,MANUTENÇÃO DOS APARELHOS DA ACADEMIA
0758,4.02.03.01.0013,40203010013,MANUTENÇÃO DOS EQUIPAMENTOS DA ACADEMIA
0879,4.01.02.02.0055,40102020055,MANUTENÇÃO DA CADEIRA DA PORTARIA
1226,4.01.02.01.0009,40102010009,SERVIÇOS CARTORÁRIOS E REGISTROS
1160,4.02.03.06.0011,40203060011,REPAROS NO POÇO ARTESIANO
1160,4.01.02.02.0136,40102020136,SUBSTITUIÇÃO DO MOTOR DO POÇO ARTESIANO
1616,4.02.03.11.0022,40203110022,MANUTENÇÃO DOS EXTINTORES DE INCÊNDIO
1616,4.01.02.02.0031,40102020031,MANUTENÇÃO/RECARGA DOS EXTINTORES DE INCÊNDIO
1392,4.02.03.01.0034,40203010034,INSTALAÇÃO DE ESTRUTURA ELÉTRICA PARA AR CONDICIONADO DO SALÃO DE FESTAS
1392,4.02.03.06.0038,40203060038,INSTALAÇÃO DE ESTRUTURA ELÉTRICA PARA AR CONDICIONADO DO SALÃO DE FESTAS
0658,4.01.02.03.0006,40102030006,HONORÁRIOS DE VICE-SÍNDICO(A)
0658,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
1452,4.01.04.01.0003,40104010003,MANUTENÇÃO DOS APARELHOS DA ACADEMIA
1452,4.02.03.01.0013,40203010013,MANUTENÇÃO DOS EQUIPAMENTOS DA ACADEMIA
1452,4.02.03.01.0047,40203010047,AQUISIÇÃO DE EQUIPAMENTOS PARA ACADEMIA
1452,4.01.02.02.0041,40102020041,REPAROS NOS APARELHOS DA ACADEMIA
0882,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
0806,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
0217,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0687,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0687,4.02.03.09.0001,40203090001,13º SALÁRIOS
0687,4.02.01.02.0038,40201020038,AQUISIÇÃO DE APARELHO CELULAR
0687,4.02.03.09.0003,40203090003,FÉRIAS
0687,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
0791,4.01.02.02.0038,40102020038,LIMPEZA DO SALÃO DE FESTAS
0791,4.02.03.01.0004,40203010004,LIMPEZA DO SALÃO DE FESTAS
0107,4.02.03.08.0018,40203080018,DEVOLUÇÃO DE VALORES DEPOSITADOS/RECEBIDOS A MAIOR
1655,4.01.02.02.0127,40102020127,MANUTENÇÃO DA SAUNA
3127,4.02.03.06.0074,40203060074,REFORMA DA FACHADA DO CONDOMÍNIO - MÃO DE OBRA
2884,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
2884,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2884,4.02.03.07.0001,40203070001,13º SALÁRIOS
2884,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
2884,4.02.03.08.0033,40203080033,TAXA DE CORTE DE ÁGUA
1295,4.02.03.06.0085,40203060085,REFORMA DO JARDIM
1295,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
1295,4.01.02.02.0058,40102020058,PODA DE ÁRVORES/COQUEIROS
3526,4.02.01.02.0071,40201020071,AQUISIÇÃO DE FRAGMENTADORA DE PAPEL
1867,4.02.03.06.0062,40203060062,REFORMA DA CALÇADA - OUTROS
1789,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
1789,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
1789,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
2068,4.01.02.02.0080,40102020080,MANUTENÇÃO SISTEMA DE CÂMERAS DE SEGURANÇA (DESUSO)
2068,4.01.02.02.0017,40102020017,MANUTENÇÃO DO SISTEMA DE SEGURANÇA
3518,4.02.03.06.0135,40203060135,LAUDO TÉCNICO VISTORIA FACHADA
1432,4.01.02.02.0118,40102020118,SUBSTITUIÇÃO DE MEDIDORES/REGULADORES DE GÁS
1432,4.01.02.02.0030,40102020030,REPARO DE VAZAMENTO DE GÁS
1432,4.02.03.08.0014,40203080014,REPARO DE VAZAMENTO DE GÁS EM UNIDADE
1121,4.02.03.01.0009,40203010009,SUPORTE PARA O BOTIJÃO DE GÁS
1121,4.02.03.06.0019,40203060019,REFORMA DA GARAGEM - MATERIAIS
1121,4.02.03.06.0083,40203060083,REPARO DO TELHADO DA AREA COMUM
2398,4.01.02.02.0152,40102020152,MANUTENÇÃO DAS LIXEIRAS DA ÁREA COMUM
2425,4.01.02.02.0035,40102020035,MATERIAIS PARA MANUTENÇÃO DO JARDIM
2425,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
2425,4.01.02.02.0116,40102020116,MANUTENÇÃO DA LAVADORA DE ALTA PRESSÃO
1258,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1258,4.02.03.06.0005,40203060005,PINTURA DAS ÁREAS COMUNS
0872,4.02.03.08.0001,40203080001,AQUISIÇÃO DE TAGS E CONTROLES PARA REPASSE
0872,4.02.03.06.0056,40203060056,REFORMA DA CALÇADA - MÃO DE OBRA
0864,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
0864,4.02.01.02.0013,40201020013,AQUISIÇÃO DE REDE DE BIRIBOL
0674,4.01.02.03.0004,40102030004,HONORÁRIOS DE SÍNDICO
0868,4.01.02.02.0048,40102020048,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA (DESUSO)
0868,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
0762,4.02.03.07.0001,40203070001,13º SALÁRIOS
0762,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0762,4.02.03.07.0005,40203070005,RESCISÃO DE CONTRATO DE TRABALHO
2892,4.01.02.02.0162,40102020162,VISITA TÉCNICA DE GÁS
2172,4.02.01.02.0035,40201020035,AQUISIÇÃO DE LIMITADOR DE VAGAS PARA VAGAS DE GARAGEM ROTATIVA
2172,4.02.01.02.0043,40201020043,AQUISIÇÃO DE ITENS DE SEGURANÇA PARA PONTO DE LAVAGEM
1323,4.02.03.11.0026,40203110026,VISTORIA E MANUTENÇÃO DOS HIDRANTES DE INCÊNDIO
1323,4.01.02.02.0032,40102020032,MANUTENÇÃO DAS MANGUEIRAS DE INCÊNDIO
1323,4.01.02.02.0105,40102020105,MANUTENÇÃO DOS HIDRANTES DE INCÊNDIO
1323,4.02.03.06.0064,40203060064,MANUTENÇÃO DOS HIDRANTES DE INCÊNDIO
2227,4.01.02.02.0078,40102020078,MANUTENÇÃO DO PORTÃO DE VEÍCULOS
2227,4.02.03.08.0012,40203080012,REPARO DO PORTÃO DE VEÍCULOS
0849,4.01.02.02.0084,40102020084,MANUTENÇÃO DA BOIA/BOMBA DA CAIXA DE ÁGUA
0849,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
0849,4.01.04.01.0005,40104010005,MANUTENÇÃO DO JARDIM
0849,4.02.03.06.0044,40203060044,REFORMA DO PISO DA GARAGEM
0849,4.01.02.02.0125,40102020125,REPAROS NO TELHADO DA ÁREA COMUM
0849,4.01.02.02.0109,40102020109,RETIRADA DE ENTULHOS
0849,4.01.02.02.0009,40102020009,MANUTENÇÃO HIDRÁULICA
0849,4.01.02.02.0050,40102020050,MANUTENÇÕES NAS CALÇADAS INTERNAS
0849,4.01.02.02.0121,40102020121,MANUTENÇÃO NA CALÇADA EXTERNA
2123,4.02.01.02.0024,40201020024,AQUISIÇÃO DE CARRINHO PARA TRANSPORTE DE COMPRAS
3458,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0792,4.01.02.02.0026,40102020026,MANUTENÇÃO DA PISCINA
0792,4.01.04.01.0004,40104010004,TRATAMENTO E LIMPEZA DA PISCINA
0792,4.01.02.02.0065,40102020065,MANUTENÇÃO DO MOTOR/FILTRO DA PISCINA
2145,4.01.01.01.0016,40101010016,AUXILIO TRANSPORTE REF. EMPREGADOS
2145,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
2145,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
2016,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2016,4.02.03.07.0003,40203070003,FÉRIAS
2016,4.02.03.07.0001,40203070001,13º SALÁRIOS
2016,4.01.01.01.0027,40101010027,CESTA DE NATAL PARA EMPREGADO(S)
3241,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0672,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
0672,4.02.03.09.0003,40203090003,FÉRIAS
0672,4.02.03.09.0001,40203090001,13º SALÁRIOS
0672,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
3228,4.02.03.06.0008,40203060008,REFORMA DA AREA DA PISCINA E SALÃO DE FESTAS
1124,4.01.02.02.0058,40102020058,PODA DE ÁRVORES/COQUEIROS
1878,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
1878,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1878,4.01.02.02.0156,40102020156,MANUTENÇÃO DOS BRINQUEDOS DO PARQUINHO/BRINQUEDOTECA
1878,4.01.02.02.0039,40102020039,MATERIAIS PARA MANUTENÇÃO DA PISCINA
1878,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
3159,4.02.01.02.0051,40201020051,AQUISIÇÃO DE CHUVEIRO
3159,4.02.01.02.0069,40201020069,AQUISIÇÃO CAIXA DÁGUA DE ÁGUA NOVA
1325,4.01.02.02.0031,40102020031,MANUTENÇÃO/RECARGA DOS EXTINTORES DE INCÊNDIO
1325,4.01.02.02.0018,40102020018,MANUTENÇÃO EXTINTORES E MANGUEIRAS DE INCÊNDIO
1325,4.02.01.02.0045,40201020045,AQUISIÇÃO DE EXTINTOR(ES) DE INCÊNDIO
1325,4.02.03.11.0029,40203110029,MANUTENÇÃO DOS EXTINTORES E MANGUEIRAS DE INCÊNDIO
0767,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
0767,4.01.02.02.0002,40102020002,SUBSTITUIÇÃO DE PEÇAS DO(S) ELEVADOR(S)
0767,4.01.04.01.0001,40104010001,VISTORIA E MANUTENÇÃO DOS ELEVADORES
2094,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
2205,4.02.03.06.0081,40203060081,RETIRADA DAS PASTILHAS SOLTAS DA FACHADA
2205,4.02.03.06.0063,40203060063,CORREÇÃO DE INFILTRAÇÃO NAS PAREDES EXTERNAS
0769,4.01.01.01.0014,40101010014,EXAMES MÉDICOS SAÚDE OCUPACIONAL REF. EMPREGADOS
3195,4.01.01.01.0014,40101010014,EXAMES MÉDICOS SAÚDE OCUPACIONAL REF. EMPREGADOS
2098,4.02.03.06.0075,40203060075,REFORMA DA FACHADA DO CONDOMÍNIO - MATERIAIS
3493,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1412,4.02.03.01.0036,40203010036,PINTURA DO SALÃO DE FESTAS
0180,4.01.02.02.0142,40102020142,SUBSTITUIÇÃO DE HIDROMETRO
1332,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
0662,4.01.01.01.0004,40101010004,INSS REF. EMPREGADOS/SÍNDICO
0662,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
0662,4.01.01.01.0018,40101010018,PIS REF. EMPREGADOS
0662,4.01.01.01.0019,40101010019,IRRF REF. EMPREGADOS
0662,4.01.04.01.0001,40104010001,VISTORIA E MANUTENÇÃO DOS ELEVADORES
0662,4.01.04.01.0006,40104010006,TRATAMENTO DO POÇO ARTESIANO
0662,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
0662,4.01.02.02.0014,40102020014,DEDETIZAÇÃO E DESRATIZAÇÃO DA ÁREA COMUM
0662,4.01.01.02.0008,40101020008,LAUDOS REFERENTES VISTORIA CORPO DE BOMBEIROS
0662,4.02.03.09.0008,40203090008,ENCARGOS POR RESCISÃO DE CONTRATO DE TRABALHO
0662,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
0662,4.01.01.03.0002,40101030002,SERVIÇO DE PORTARIA PRESENCIAL - MENSAL
0662,4.02.03.08.0005,40203080005,IMPOSTOS A RESTITUIR - DEZAINY
0662,4.02.03.07.0004,40203070004,ENCARGOS SOBRE PAGAMENTO DE FÉRIAS
0662,4.01.02.02.0002,40102020002,SUBSTITUIÇÃO DE PEÇAS DO(S) ELEVADOR(S)
0662,4.02.03.07.0002,40203070002,ENCARGOS SOBRE FOLHA DE 13º SALÁRIOS
0662,4.01.02.02.0003,40102020003,SERVIÇOS DE LIMPEZA E CONSERVAÇÃO
0662,4.02.03.06.0037,40203060037,REFORMA DA SAUNA - MÃO DE OBRA
0662,4.02.03.09.0002,40203090002,ENCARGOS SOBRE FOLHA DE 13º SALÁRIOS
0662,4.02.03.09.0006,40203090006,ENCARGOS SOBRE PAGAMENTO DE SUBSTITUIÇÃO DE FÉRIAS
0662,4.01.03.01.0013,40103010013,IMPOSTOS RETIDOS REF. NOTA FISCAL DEZAINY
0662,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
0662,4.02.03.09.0004,40203090004,ENCARGOS SOBRE PAGAMENTO DE FÉRIAS
0662,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0662,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
0662,4.01.01.03.0005,40101030005,SERVIÇO DE PORTARIA/LIMPEZA/ZELADORIA - MENSAL
0662,4.01.01.01.0007,40101010007,ENCARGOS SOBRE SUBSTITUIÇÃO DE FÉRIAS
0662,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
0662,4.01.04.01.0020,40104010020,SERVIÇO DE PORTARIA
0662,4.01.01.01.0032,40101010032,PARCELAMENTO DE IMPOSTOS FEDERAIS
0662,4.02.03.01.0064,40203010064,DESPESAS COM EVENTO DO DIA DAS CRIANÇAS
0662,4.02.03.08.0032,40203080032,VISTORIA HIDRAULICA EM UNIDADE AUTONOMA
0662,4.01.02.02.0009,40102020009,MANUTENÇÃO HIDRÁULICA
1510,4.01.02.02.0123,40102020123,PEDRA BRITA PARA ENTRADA DO CONDOMÍNIO
2898,4.01.02.01.0004,40102010004,TELEFONE E INTERNET
1240,4.02.03.01.0021,40203010021,AQUISIÇÃO DE MAQUINA APARADORA DE GRAMA
1240,4.01.02.02.0001,40102020001,MANUTENÇÃO DA MAQUINA APARADORA DE GRAMA
1240,4.02.03.06.0025,40203060025,REFORMA DA SAUNA - MATERIAIS
1240,4.02.01.02.0019,40201020019,AQUISIÇÃO DE MAQUINA APARADORA DE GRAMA
1240,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1240,4.02.03.06.0019,40203060019,REFORMA DA GARAGEM - MATERIAIS
1240,4.01.02.02.0010,40102020010,MATERIAIS ELÉTRICOS/LÂMPADAS
1240,4.02.03.06.0125,40203060125,REFORMA DO BANHEIRO E SALA DA ADMINISTRAÇÃO
1361,4.01.02.02.0004,40102020004,MATERIAIS DE LIMPEZA E HIGIENE
1846,4.02.03.01.0032,40203010032,MATERIAIS PARA MANUTENÇÕES DIVERSAS
1846,4.01.02.02.0036,40102020036,MATERIAIS MANUTENÇÕES DIVERSAS
1444,4.02.03.06.0029,40203060029,REFORMA DA GARAGEM - ESTACIONAMENTO
1444,4.01.02.02.0133,40102020133,ESTACIONAMENTO PARA VEÍCULOS DEVIDO PROBLEMA EM PORTÃO DA GARAGEM
0201,4.01.01.03.0002,40101030002,SERVIÇO DE PORTARIA PRESENCIAL - MENSAL
0201,4.01.04.01.0007,40104010007,TRATAMENTO REDE DE ESGOTO
0201,4.01.04.01.0004,40104010004,TRATAMENTO E LIMPEZA DA PISCINA
0201,4.01.04.01.0008,40104010008,MONITORAMENTO DO ALARME
0201,4.01.01.03.0001,40101030001,SERVIÇO DE LIMPEZA - MENSAL
0201,4.01.02.02.0045,40102020045,MANUTENÇÃO DA CAIXA DAGUA CISTERNA
0201,4.01.01.01.0011,40101010011,SERVIÇO DE LIMPEZA - DIARISTA
0201,4.01.01.03.0003,40101030003,SERVIÇO DE PORTARIA REMOTA - MENSAL
0201,4.01.02.02.0048,40102020048,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA (DESUSO)
0201,4.01.04.01.0006,40104010006,TRATAMENTO DO POÇO ARTESIANO
0201,4.01.02.02.0007,40102020007,MANUTENÇÃO JARDIM
0201,4.02.03.09.0006,40203090006,ENCARGOS SOBRE PAGAMENTO DE SUBSTITUIÇÃO DE FÉRIAS
0201,4.02.03.06.0009,40203060009,MULTA SEMA REF. PODA DE ARVORES
0201,4.01.02.02.0033,40102020033,MANUTENÇÃO DA REDE DE ESGOTO
0201,4.01.01.01.0023,40101010023,SUBSTITUIÇÃO DE EMPREGADOS EM FÉRIAS
0201,4.01.01.02.0002,40101020002,ISS
0201,4.01.02.02.0025,40102020025,REPARO NA PRUMADA HIDRAULICA
0201,4.01.04.01.0010,40104010010,SERVIÇO DE RONDA PREVENTIVA
0201,4.01.04.01.0013,40104010013,LIMPEZA SEMESTRAL DAS CAIXAS DE GORDURA
0201,4.01.04.01.0012,40104010012,LIMPEZA SEMESTRAL DAS CAIXAS DÁGUA
0201,4.02.03.06.0011,40203060011,REPAROS NO POÇO ARTESIANO
0201,4.01.02.02.0061,40102020061,VISTORIA HIDRÁULICA NAS UNIDADES
0201,4.01.02.02.0075,40102020075,MANUTENÇÃO DO MOTOR DA PISCINA COBERTA
0201,4.01.01.01.0007,40101010007,ENCARGOS SOBRE SUBSTITUIÇÃO DE FÉRIAS
0201,4.02.03.06.0035,40203060035,IMPOSTOS SOBRE MÃO DE OBRA DE PINTURA EXTERNA DOS BLOCOS
0201,4.01.02.02.0009,40102020009,MANUTENÇÃO HIDRÁULICA
0201,4.02.03.06.0046,40203060046,RETIRADA DE ENTULHOS
0201,4.01.02.02.0124,40102020124,DESENTUPIMENTO DA PRUMADA HIDRAULICA/REDE ESGOTO
0201,4.01.01.01.0026,40101010026,SUBSTITUIÇÃO DE EMPREGADOS DEVIDO LICENÇA MÉDICA
0201,4.02.02.03.0003,40202030003,IPTU AREA DE LAZER
0201,4.02.03.09.0005,40203090005,SUBSTITUIÇÕES DE EMPREGADOS EM FÉRIAS
0201,4.02.03.06.0056,40203060056,REFORMA DA CALÇADA - MÃO DE OBRA
0201,4.02.03.06.0018,40203060018,REFORMA DA GARAGEM - MÃO DE OBRA
0201,4.01.02.02.0066,40102020066,MANUTENÇÃO DA CAIXA DÁGUA ELEVADA
0201,4.01.04.01.0018,40104010018,LAUDOS ANUAIS OBRIGATÓRIOS
0201,4.02.03.06.0062,40203060062,REFORMA DA CALÇADA - OUTROS
0201,4.01.01.03.0005,40101030005,SERVIÇO DE PORTARIA/LIMPEZA/ZELADORIA - MENSAL
0201,4.02.03.08.0019,40203080019,VALORES PAGOS A SEREM DEVOLVIDOS
0201,4.02.03.06.0085,40203060085,REFORMA DO JARDIM
0201,4.02.03.06.0105,40203060105,REFORMA DO HALL DOS BLOCOS - OUTROS
0201,4.01.02.02.0159,40102020159,LIMPEZA DAS CAIXAS DE GORDURA
0201,4.02.03.06.0110,40203060110,TROCA DO PISO DO PÁTIO E INSTALAÇÃO CAIXAS DE PASSAGEM TELEFONIA
0201,4.02.03.06.0118,40203060118,OBRA NA GARAGEM DO BLOCO 10
0201,4.01.04.01.0022,40104010022,DEDETIZAÇÃO/LIMPEZA CX DAGUA E CX DE GORDURA
0201,4.02.03.01.0004,40203010004,LIMPEZA DO SALÃO DE FESTAS
0201,4.01.02.02.0120,40102020120,MANUTENÇÕES DIVERSAS
0201,4.02.03.11.0031,40203110031,LIMPEZA SEMESTRAL DAS CAIXAS DE GORDURA
0201,4.02.03.11.0032,40203110032,LIMPEZA SEMESTRAL DAS CAIXAS DÁGUA
0201,4.01.01.02.0001,40101020001,IPTU GARAGEM AREA COMUM
2928,4.02.03.07.0001,40203070001,13º SALÁRIOS
2928,4.01.01.01.0001,40101010001,ORDENADOS E SALÁRIOS REF. EMPREGADOS
2928,4.02.03.07.0003,40203070003,FÉRIAS
2928,4.02.03.12.0004,40203120004,BASE PARA GUARDA-SOL DA PISCINA
2928,4.02.03.12.0005,40203120005,AQUISIÇÃO DE BEBEDOURO PARA AREA DA PISCINA
2928,4.02.03.12.0006,40203120006,INSTALAÇÃO DE TOLDO NO BEBEDOURO DA AREA DA PISCINA
2928,4.02.03.10.0013,40203100013,INSTALAÇÃO DO PONTO DE LAVAGEM - OUTROS
2928,4.02.03.10.0014,40203100014,INSTALAÇÃO DO PONTO DE LAVAGEM - MÃO DE OBRA
2928,4.02.03.06.0023,40203060023,MATERIAIS PARA PINTURA EXTERNA DOS BLOCOS
2928,4.01.02.02.0060,40102020060,VISTORIA HIDRÁULICA NA ÁREA COMUM
2928,4.02.03.08.0008,40203080008,REPARO HIDRAULICO EM UNIDADE AUTÔNOMA
2928,4.01.02.02.0008,40102020008,MANUTENÇÃO ELÉTRICA
2928,4.02.03.06.0077,40203060077,PINTURA DAS GRADES DA ÁREA COMUM
2928,4.02.03.01.0044,40203010044,AQUISIÇÃO DE MOVEIS PARA O SALÃO DE FESTAS
